region,timestamp,temperature_c,precipitation_mm,humidity_pct,co2_ppm
Quetta,2023-08-31T18:00:00Z,27.81,15.86,50.89,385.05
Peshawar,2023-08-31T20:00:00Z,9.17,3.21,51.1,431.61
Karachi,2023-08-31T22:00:00Z,25.87,0.95,43.61,407.98
Lahore,2023-09-01T00:00:00Z,37.01,3.73,51.85,404.37
Islamabad,2023-09-01T02:00:00Z,31.24,4.15,56.47,403.51
Quetta,2023-09-01T04:00:00Z,37.21,0,73.23,412.81
Peshawar,2023-09-01T06:00:00Z,32.92,4.5,70.77,436.03
Karachi,2023-09-01T08:00:00Z,33.28,7.18,74.96,400.16
Lahore,2023-09-01T10:00:00Z,20.84,0,37.32,421.15
Islamabad,2023-09-01T12:00:00Z,5.99,0,85.2,408.06
Quetta,2023-09-01T14:00:00Z,28.32,7.48,58.47,415.25
Peshawar,2023-09-01T16:00:00Z,18.32,1.8,80.69,383.93
Karachi,2023-09-01T18:00:00Z,15.26,0,78.28,394.86
Lahore,2023-09-01T20:00:00Z,45.54,0.77,65.83,403.32
Islamabad,2023-09-01T22:00:00Z,13.44,0,52.86,420.54
Quetta,2023-09-02T00:00:00Z,23.56,0,87.04,402.78
Peshawar,2023-09-02T02:00:00Z,30.43,2.76,31.53,417.55
Karachi,2023-09-02T04:00:00Z,17.63,3.17,43.63,421.78
Lahore,2023-09-02T06:00:00Z,20.62,1.27,57.36,421.82
Islamabad,2023-09-02T08:00:00Z,36.62,0.37,65.18,370.48
Quetta,2023-09-02T10:00:00Z,29.97,0,81.43,419.65
Peshawar,2023-09-02T12:00:00Z,11.6,0,56.77,395.4
Karachi,2023-09-02T14:00:00Z,26.56,4.4,45.27,434.78
Lahore,2023-09-02T16:00:00Z,15.28,7.45,85.37,388.43
Islamabad,2023-09-02T18:00:00Z,43.93,0,59.95,400.21
Quetta,2023-09-02T20:00:00Z,30.04,0,71.69,435.19
Peshawar,2023-09-02T22:00:00Z,28.11,0,39.21,412.04
Karachi,2023-09-03T00:00:00Z,19.48,0,56.07,402.47
Lahore,2023-09-03T02:00:00Z,25.22,6.19,42.06,391.16
Islamabad,2023-09-03T04:00:00Z,32.11,0,65.62,392.21
Quetta,2023-09-03T06:00:00Z,31.71,3.53,54.04,394.68
Peshawar,2023-09-03T08:00:00Z,17.31,1.39,89.79,415.58
Karachi,2023-09-03T10:00:00Z,21.74,15.18,57.66,402.04
Lahore,2023-09-03T12:00:00Z,30.89,4.96,53.69,431.66
Islamabad,2023-09-03T14:00:00Z,18.18,0,88.04,424.49
Quetta,2023-09-03T16:00:00Z,35.9,1.11,55.55,426.28
Peshawar,2023-09-03T18:00:00Z,27.9,2.6,64.37,381.71
Karachi,2023-09-03T20:00:00Z,30.53,0.76,33.94,406.18
Lahore,2023-09-03T22:00:00Z,19.14,0,80.02,416.83
Islamabad,2023-09-04T00:00:00Z,28.04,0,75.97,414.41
Quetta,2023-09-04T02:00:00Z,18.15,0,44.64,409.96
Peshawar,2023-09-04T04:00:00Z,40.33,0.21,74.62,406.9
Karachi,2023-09-04T06:00:00Z,32.22,0.94,44.15,418.84
Lahore,2023-09-04T08:00:00Z,34.62,0.51,84.7,398.97
Islamabad,2023-09-04T10:00:00Z,38.16,9.62,75.51,413.4
Quetta,2023-09-04T12:00:00Z,20.68,0,50.94,441.76
Peshawar,2023-09-04T14:00:00Z,18.99,5.62,39.86,411.69
Karachi,2023-09-04T16:00:00Z,46.38,3.2,38.88,394.67
Lahore,2023-09-04T18:00:00Z,24.92,7.25,67.88,424.72
Islamabad,2023-09-04T20:00:00Z,38.25,3.92,51.23,409.17
Quetta,2023-09-04T22:00:00Z,26.72,0,56.63,416.61
Peshawar,2023-09-05T00:00:00Z,23.65,0,31.84,386.79
Karachi,2023-09-05T02:00:00Z,40.49,0,39.0,417.33
Lahore,2023-09-05T04:00:00Z,25.96,0,80.53,416.2
Islamabad,2023-09-05T06:00:00Z,20.58,5.47,79.47,409.15
Quetta,2023-09-05T08:00:00Z,24.68,5.39,43.86,398.31
Peshawar,2023-09-05T10:00:00Z,37.64,4.17,86.58,398.03
Karachi,2023-09-05T12:00:00Z,27.24,0,53.48,401.12
Lahore,2023-09-05T14:00:00Z,18.49,0,88.58,409.54
Islamabad,2023-09-05T16:00:00Z,14.75,10.45,43.68,415.9
Quetta,2023-09-05T18:00:00Z,13.73,2.97,39.18,406.16
Peshawar,2023-09-05T20:00:00Z,21.39,0,34.6,386.73
Karachi,2023-09-05T22:00:00Z,41.23,4.9,36.35,411.43
Lahore,2023-09-06T00:00:00Z,25.42,0,64.43,384.54
Islamabad,2023-09-06T02:00:00Z,30.73,5.56,66.53,419.04
Quetta,2023-09-06T04:00:00Z,21.76,0,34.22,410.46
Peshawar,2023-09-06T06:00:00Z,43.08,5.39,84.2,413.03
Karachi,2023-09-06T08:00:00Z,22.96,0,83.88,402.08
Lahore,2023-09-06T10:00:00Z,23.6,2.5,68.77,402.07
Islamabad,2023-09-06T12:00:00Z,39.73,0.35,44.14,423.01
Quetta,2023-09-06T14:00:00Z,26.05,4.37,47.02,392.43
Peshawar,2023-09-06T16:00:00Z,24.04,10.42,37.74,423.72
Karachi,2023-09-06T18:00:00Z,23.12,0.46,32.21,436.05
Lahore,2023-09-06T20:00:00Z,32.3,0,63.47,430.81
Islamabad,2023-09-06T22:00:00Z,35.75,0.85,36.17,415.91
Quetta,2023-09-07T00:00:00Z,27.03,10.11,87.48,397.18
Peshawar,2023-09-07T02:00:00Z,18.21,10.84,89.09,411.32
Karachi,2023-09-07T04:00:00Z,16.77,3.95,45.33,440.69
Lahore,2023-09-07T06:00:00Z,34.57,9.02,75.99,390.6
Islamabad,2023-09-07T08:00:00Z,14.99,10.8,85.81,398.25
Quetta,2023-09-07T10:00:00Z,36.3,6.72,79.68,387.12
Peshawar,2023-09-07T12:00:00Z,24.56,0,35.48,412.95
Karachi,2023-09-07T14:00:00Z,30.85,7.75,45.39,409.08
Lahore,2023-09-07T16:00:00Z,17.14,1.16,52.62,418.85
Islamabad,2023-09-07T18:00:00Z,19.42,0,38.61,421.89
Quetta,2023-09-07T20:00:00Z,28.2,0,49.05,398.55
Peshawar,2023-09-07T22:00:00Z,31.78,0.72,37.89,391.95
Karachi,2023-09-08T00:00:00Z,32.75,10.87,60.95,385.73
Lahore,2023-09-08T02:00:00Z,20.15,0,54.61,426.03
Islamabad,2023-09-08T04:00:00Z,24.12,0,43.82,414.14
Quetta,2023-09-08T06:00:00Z,39.05,0,61.72,408.93
Peshawar,2023-09-08T08:00:00Z,38.94,2.37,57.24,434.67
Karachi,2023-09-08T10:00:00Z,22.71,6.35,89.13,403.03
Lahore,2023-09-08T12:00:00Z,21.7,4.03,30.15,440.84
Islamabad,2023-09-08T14:00:00Z,13.07,0,51.33,417.23
Quetta,2023-09-08T16:00:00Z,21.52,3.09,56.5,420.4
Peshawar,2023-09-08T18:00:00Z,29.52,4.05,66.56,409.12
Karachi,2023-09-08T20:00:00Z,38.3,7.41,65.96,399.31
Lahore,2023-09-08T22:00:00Z,28.12,3.3,73.89,425.46
Islamabad,2023-09-09T00:00:00Z,20.99,9.2,51.34,395.06
Quetta,2023-09-09T02:00:00Z,23.84,0,89.82,406.99
Peshawar,2023-09-09T04:00:00Z,24.08,2.77,32.34,432.16
Karachi,2023-09-09T06:00:00Z,28.67,1.31,37.95,397.74
Lahore,2023-09-09T08:00:00Z,26.56,0,79.6,429.85
Islamabad,2023-09-09T10:00:00Z,33.82,0.19,65.67,413.05
Quetta,2023-09-09T12:00:00Z,28.92,3.7,73.58,404.33
Peshawar,2023-09-09T14:00:00Z,38.07,0.83,44.36,433.96
Karachi,2023-09-09T16:00:00Z,26.34,2.18,46.48,431.59
Lahore,2023-09-09T18:00:00Z,24.09,0.28,57.12,419.59
Islamabad,2023-09-09T20:00:00Z,31.97,0,48.17,401.06
Quetta,2023-09-09T22:00:00Z,38.96,1.2,32.93,424.86
Peshawar,2023-09-10T00:00:00Z,29.75,0,74.65,433.88
Karachi,2023-09-10T02:00:00Z,24.52,0,30.73,408.32
Lahore,2023-09-10T04:00:00Z,29.85,3.2,89.43,400.64
Islamabad,2023-09-10T06:00:00Z,26.3,0,87.15,410.64
Quetta,2023-09-10T08:00:00Z,28.25,3.6,66.68,392.99
Peshawar,2023-09-10T10:00:00Z,22.36,6.02,48.24,399.13
Karachi,2023-09-10T12:00:00Z,27.23,5.07,85.14,422.21
Lahore,2023-09-10T14:00:00Z,15.74,4.38,73.09,409.48
Islamabad,2023-09-10T16:00:00Z,19.26,0.91,64.26,418.53
Quetta,2023-09-10T18:00:00Z,27.43,0.04,59.48,413.16
Peshawar,2023-09-10T20:00:00Z,17.95,5.21,46.39,412.59
Karachi,2023-09-10T22:00:00Z,37.64,4.22,79.21,392.44
Lahore,2023-09-11T00:00:00Z,27.84,1.81,60.62,428.5
Islamabad,2023-09-11T02:00:00Z,30.15,0,64.6,399.93
Quetta,2023-09-11T04:00:00Z,36.13,1.01,83.27,418.68
Peshawar,2023-09-11T06:00:00Z,20.43,0,34.13,433.04
Karachi,2023-09-11T08:00:00Z,29.55,5.32,57.81,432.96
Lahore,2023-09-11T10:00:00Z,39.34,0,60.73,394.07
Islamabad,2023-09-11T12:00:00Z,23.03,0,54.61,375.48
Quetta,2023-09-11T14:00:00Z,30.41,0.55,53.24,411.73
Peshawar,2023-09-11T16:00:00Z,31.08,0.05,87.81,386.69
Karachi,2023-09-11T18:00:00Z,40.24,4.85,47.7,419.79
Lahore,2023-09-11T20:00:00Z,20.78,1.25,72.82,408.27
Islamabad,2023-09-11T22:00:00Z,26.8,7.73,76.68,414.82
Quetta,2023-09-12T00:00:00Z,23.55,0,52.96,410.0
Peshawar,2023-09-12T02:00:00Z,28.83,0,65.35,422.89
Karachi,2023-09-12T04:00:00Z,48.76,9.68,63.29,405.26
Lahore,2023-09-12T06:00:00Z,21.57,5.22,85.05,402.28
Islamabad,2023-09-12T08:00:00Z,24.12,5.14,82.22,395.84
Quetta,2023-09-12T10:00:00Z,31.39,0,82.91,403.53
Peshawar,2023-09-12T12:00:00Z,29.22,0,69.02,402.74
Karachi,2023-09-12T14:00:00Z,14.5,3.92,80.52,410.82
Lahore,2023-09-12T16:00:00Z,20.6,0,68.25,389.59
Islamabad,2023-09-12T18:00:00Z,35.05,1.78,38.03,402.07
Quetta,2023-09-12T20:00:00Z,24.49,4.38,36.79,412.82
Peshawar,2023-09-12T22:00:00Z,35.98,0.79,43.83,426.86
Karachi,2023-09-13T00:00:00Z,28.9,0,48.17,414.72
Lahore,2023-09-13T02:00:00Z,14.93,0,73.39,418.4
Islamabad,2023-09-13T04:00:00Z,44.53,2.81,49.95,406.29
Quetta,2023-09-13T06:00:00Z,30.93,3.13,77.86,399.18
Peshawar,2023-09-13T08:00:00Z,20.67,3.48,58.36,399.35
Karachi,2023-09-13T10:00:00Z,31.62,0,64.3,407.93
Lahore,2023-09-13T12:00:00Z,22.15,0,35.59,406.87
Islamabad,2023-09-13T14:00:00Z,24.02,0,34.53,403.54
Quetta,2023-09-13T16:00:00Z,31.81,0,78.9,376.74
Peshawar,2023-09-13T18:00:00Z,18.18,1.24,58.47,411.97
Karachi,2023-09-13T20:00:00Z,30.22,7.81,37.82,405.44
Lahore,2023-09-13T22:00:00Z,33.57,0.06,83.46,426.35
Islamabad,2023-09-14T00:00:00Z,28.9,0,59.58,392.63
Quetta,2023-09-14T02:00:00Z,16.99,6.45,33.94,390.21
Peshawar,2023-09-14T04:00:00Z,11.51,0.21,59.92,415.11
Karachi,2023-09-14T06:00:00Z,36.99,0,37.19,411.52
Lahore,2023-09-14T08:00:00Z,19.47,4.12,73.73,443.09
Islamabad,2023-09-14T10:00:00Z,34.99,5.13,58.22,411.01
Quetta,2023-09-14T12:00:00Z,28.67,11.44,42.02,416.88
Peshawar,2023-09-14T14:00:00Z,12.97,1.13,64.86,393.48
Karachi,2023-09-14T16:00:00Z,23.11,0,64.5,375.31
Lahore,2023-09-14T18:00:00Z,30.62,9.01,62.07,420.97
Islamabad,2023-09-14T20:00:00Z,23.4,1.01,44.05,419.16
Quetta,2023-09-14T22:00:00Z,34.47,6.55,55.47,397.58
Peshawar,2023-09-15T00:00:00Z,24.15,3.14,57.67,408.06
Karachi,2023-09-15T02:00:00Z,25.12,2.71,66.94,440.45
Lahore,2023-09-15T04:00:00Z,27.01,0,71.64,403.96
Islamabad,2023-09-15T06:00:00Z,29.22,0,76.34,392.48
Quetta,2023-09-15T08:00:00Z,27.19,1.73,73.39,413.78
Peshawar,2023-09-15T10:00:00Z,14.2,4.87,53.04,421.49
Karachi,2023-09-15T12:00:00Z,15.11,0,79.47,409.48
Lahore,2023-09-15T14:00:00Z,18.0,3.36,51.29,411.45
Islamabad,2023-09-15T16:00:00Z,34.31,0,84.04,416.36
Quetta,2023-09-15T18:00:00Z,37.22,0,86.38,412.68
Peshawar,2023-09-15T20:00:00Z,26.74,0,74.39,412.26
Karachi,2023-09-15T22:00:00Z,28.45,3.82,57.2,386.7
Lahore,2023-09-16T00:00:00Z,18.91,11.29,67.25,422.16
Islamabad,2023-09-16T02:00:00Z,13.86,0.22,83.87,434.76
Quetta,2023-09-16T04:00:00Z,35.7,0,65.7,408.19
Peshawar,2023-09-16T06:00:00Z,24.06,0,57.09,400.81
Karachi,2023-09-16T08:00:00Z,27.46,0.37,80.73,415.96
Lahore,2023-09-16T10:00:00Z,24.07,1.98,50.83,410.48
Islamabad,2023-09-16T12:00:00Z,35.6,1.86,71.15,407.55
Quetta,2023-09-16T14:00:00Z,39.25,7.18,56.92,429.44
Peshawar,2023-09-16T16:00:00Z,33.59,0,67.25,408.26
Karachi,2023-09-16T18:00:00Z,26.03,4.99,77.76,440.83
Lahore,2023-09-16T20:00:00Z,26.93,0,48.96,409.93
Islamabad,2023-09-16T22:00:00Z,32.58,0,66.7,418.44
Quetta,2023-09-17T00:00:00Z,34.03,0,75.44,400.46
Peshawar,2023-09-17T02:00:00Z,19.84,0,81.49,398.7
Karachi,2023-09-17T04:00:00Z,23.19,0,49.35,397.79
Lahore,2023-09-17T06:00:00Z,31.67,0.72,56.04,422.44
Islamabad,2023-09-17T08:00:00Z,22.79,0,67.8,409.54
Quetta,2023-09-17T10:00:00Z,21.29,8.01,81.06,424.28
Peshawar,2023-09-17T12:00:00Z,28.42,0.12,32.96,402.55
Karachi,2023-09-17T14:00:00Z,15.98,1.85,63.92,405.69
Lahore,2023-09-17T16:00:00Z,21.46,3.98,30.7,402.64
Islamabad,2023-09-17T18:00:00Z,31.09,0,47.79,406.64
Quetta,2023-09-17T20:00:00Z,26.17,0,72.1,417.95
Peshawar,2023-09-17T22:00:00Z,27.85,0,50.42,406.65
Karachi,2023-09-18T00:00:00Z,27.18,0,40.13,409.09
Lahore,2023-09-18T02:00:00Z,29.02,0,72.85,396.7
Islamabad,2023-09-18T04:00:00Z,30.77,4.36,38.47,421.31
Quetta,2023-09-18T06:00:00Z,21.96,0,33.92,412.76
Peshawar,2023-09-18T08:00:00Z,17.98,0,70.85,437.47
Karachi,2023-09-18T10:00:00Z,20.8,8.72,56.94,413.39
Lahore,2023-09-18T12:00:00Z,29.84,0,45.9,429.43
Islamabad,2023-09-18T14:00:00Z,31.53,0.13,70.31,410.44
Quetta,2023-09-18T16:00:00Z,37.51,0,76.72,399.77
Peshawar,2023-09-18T18:00:00Z,26.51,3.28,57.91,403.44
Karachi,2023-09-18T20:00:00Z,12.94,4.84,83.36,408.75
Lahore,2023-09-18T22:00:00Z,30.03,0.43,38.51,387.91
Islamabad,2023-09-19T00:00:00Z,27.39,4.2,65.22,403.58
Quetta,2023-09-19T02:00:00Z,25.13,0,46.75,414.0
Peshawar,2023-09-19T04:00:00Z,32.46,7.78,86.44,388.28
Karachi,2023-09-19T06:00:00Z,39.6,0,76.9,383.27
Lahore,2023-09-19T08:00:00Z,30.39,6.57,47.96,415.02
Islamabad,2023-09-19T10:00:00Z,35.72,0,86.67,390.81
Quetta,2023-09-19T12:00:00Z,14.52,2.21,47.56,422.82
Peshawar,2023-09-19T14:00:00Z,16.8,6.24,59.93,438.64
Karachi,2023-09-19T16:00:00Z,30.31,4.97,67.67,419.95
Lahore,2023-09-19T18:00:00Z,36.0,7.36,46.01,414.87
Islamabad,2023-09-19T20:00:00Z,23.33,0,75.58,401.12
Quetta,2023-09-19T22:00:00Z,34.02,0,84.45,399.96
Peshawar,2023-09-20T00:00:00Z,27.19,1.46,33.4,392.96
Karachi,2023-09-20T02:00:00Z,21.71,4.36,34.06,414.67
Lahore,2023-09-20T04:00:00Z,28.07,3.78,74.7,391.75
Islamabad,2023-09-20T06:00:00Z,29.93,3.14,59.23,421.76
Quetta,2023-09-20T08:00:00Z,38.19,0,60.51,410.58
Peshawar,2023-09-20T10:00:00Z,32.21,0.97,31.2,431.36
Karachi,2023-09-20T12:00:00Z,23.93,0,49.13,408.68
Lahore,2023-09-20T14:00:00Z,32.52,0,89.11,428.2
Islamabad,2023-09-20T16:00:00Z,35.62,1.52,30.88,380.56
Quetta,2023-09-20T18:00:00Z,35.65,0,50.35,417.45
Peshawar,2023-09-20T20:00:00Z,27.39,4.23,50.55,404.28
Karachi,2023-09-20T22:00:00Z,28.38,3.69,78.69,430.31
Lahore,2023-09-21T00:00:00Z,39.22,3.03,51.48,404.96
Islamabad,2023-09-21T02:00:00Z,32.04,0,37.04,395.08
Quetta,2023-09-21T04:00:00Z,23.93,3.9,71.08,395.85
Peshawar,2023-09-21T06:00:00Z,44.43,0.67,40.66,412.04
Karachi,2023-09-21T08:00:00Z,34.27,0,42.2,426.12
Lahore,2023-09-21T10:00:00Z,27.29,0,38.26,404.0
Islamabad,2023-09-21T12:00:00Z,26.19,1.98,71.0,405.61
Quetta,2023-09-21T14:00:00Z,34.22,0,60.2,412.02
Peshawar,2023-09-21T16:00:00Z,27.75,3.67,51.27,437.09
Karachi,2023-09-21T18:00:00Z,29.04,0.39,86.27,386.65
Lahore,2023-09-21T20:00:00Z,36.3,8.44,63.1,386.12
Islamabad,2023-09-21T22:00:00Z,28.12,11.52,35.57,414.0
Quetta,2023-09-22T00:00:00Z,31.03,3.78,39.15,403.65
Peshawar,2023-09-22T02:00:00Z,24.48,6.7,80.39,433.14
Karachi,2023-09-22T04:00:00Z,37.41,3.6,74.87,392.76
Lahore,2023-09-22T06:00:00Z,29.77,0,30.53,416.65
Islamabad,2023-09-22T08:00:00Z,34.39,0,56.14,434.47
Quetta,2023-09-22T10:00:00Z,29.89,4.76,84.97,415.75
Peshawar,2023-09-22T12:00:00Z,34.34,2.97,69.39,423.32
Karachi,2023-09-22T14:00:00Z,19.06,4.88,84.32,402.74
Lahore,2023-09-22T16:00:00Z,28.77,7.41,56.38,431.21
Islamabad,2023-09-22T18:00:00Z,40.46,0,72.43,412.87
Quetta,2023-09-22T20:00:00Z,19.65,12.69,30.93,381.69
Peshawar,2023-09-22T22:00:00Z,36.4,6.62,83.4,386.45
Karachi,2023-09-23T00:00:00Z,12.05,4.88,58.38,411.83
Lahore,2023-09-23T02:00:00Z,30.62,0,65.25,400.44
Islamabad,2023-09-23T04:00:00Z,29.37,4.28,54.44,418.14
Quetta,2023-09-23T06:00:00Z,16.54,6.39,35.94,394.08
Peshawar,2023-09-23T08:00:00Z,7.06,0.66,79.11,412.24
Karachi,2023-09-23T10:00:00Z,36.12,0,56.72,441.21
Lahore,2023-09-23T12:00:00Z,10.55,0,82.03,430.99
Islamabad,2023-09-23T14:00:00Z,25.41,7.6,42.61,404.51
Quetta,2023-09-23T16:00:00Z,27.23,5.04,78.11,381.18
Peshawar,2023-09-23T18:00:00Z,21.41,5.97,77.87,363.52
Karachi,2023-09-23T20:00:00Z,34.48,0,33.97,410.31
Lahore,2023-09-23T22:00:00Z,20.62,0,77.74,402.56
Islamabad,2023-09-24T00:00:00Z,37.52,0,38.68,397.23
Quetta,2023-09-24T02:00:00Z,34.83,0,76.42,425.34
Peshawar,2023-09-24T04:00:00Z,17.22,3.8,63.36,419.95
Karachi,2023-09-24T06:00:00Z,17.29,4.42,64.64,415.64
Lahore,2023-09-24T08:00:00Z,16.24,0,72.44,407.91
Islamabad,2023-09-24T10:00:00Z,24.38,3.56,33.44,396.03
Quetta,2023-09-24T12:00:00Z,28.66,1.58,83.1,424.15
Peshawar,2023-09-24T14:00:00Z,31.56,0.44,80.03,442.97
Karachi,2023-09-24T16:00:00Z,38.04,0,87.96,378.24
Lahore,2023-09-24T18:00:00Z,34.86,0,36.75,417.72
Islamabad,2023-09-24T20:00:00Z,33.6,4.3,31.7,412.43
Quetta,2023-09-24T22:00:00Z,31.02,5.45,79.0,417.03
Peshawar,2023-09-25T00:00:00Z,18.45,2.18,66.56,395.71
Karachi,2023-09-25T02:00:00Z,27.98,0,31.11,397.54
Lahore,2023-09-25T04:00:00Z,26.24,0,64.92,419.75
Islamabad,2023-09-25T06:00:00Z,36.58,5.95,40.13,397.79
Quetta,2023-09-25T08:00:00Z,20.21,5.77,88.06,421.24
Peshawar,2023-09-25T10:00:00Z,24.72,0.58,50.55,419.88
Karachi,2023-09-25T12:00:00Z,21.74,0,54.46,404.76
Lahore,2023-09-25T14:00:00Z,30.11,12.24,52.86,424.19
Islamabad,2023-09-25T16:00:00Z,24.15,5.3,60.78,405.86
Quetta,2023-09-25T18:00:00Z,27.01,1.46,77.35,409.6
Peshawar,2023-09-25T20:00:00Z,31.05,4.99,88.04,419.91
Karachi,2023-09-25T22:00:00Z,30.66,2.1,69.43,422.42
Lahore,2023-09-26T00:00:00Z,15.47,3.05,76.29,397.76
Islamabad,2023-09-26T02:00:00Z,32.57,0,74.27,424.05
Quetta,2023-09-26T04:00:00Z,31.0,14.43,79.13,401.73
Peshawar,2023-09-26T06:00:00Z,20.38,5.38,39.02,376.96
Karachi,2023-09-26T08:00:00Z,20.32,5.57,48.71,412.11
Lahore,2023-09-26T10:00:00Z,23.27,6.73,78.3,395.8
Islamabad,2023-09-26T12:00:00Z,31.85,9.36,47.54,423.72
Quetta,2023-09-26T14:00:00Z,33.96,2.32,85.03,415.97
Peshawar,2023-09-26T16:00:00Z,17.24,0,83.02,436.14
Karachi,2023-09-26T18:00:00Z,32.19,0,88.16,433.81
Lahore,2023-09-26T20:00:00Z,34.4,0,80.82,418.17
Islamabad,2023-09-26T22:00:00Z,36.56,8.2,74.84,437.92
Quetta,2023-09-27T00:00:00Z,22.61,7.37,65.15,436.95
Peshawar,2023-09-27T02:00:00Z,32.69,0.73,63.6,371.55
Karachi,2023-09-27T04:00:00Z,39.17,3.15,34.16,446.07
Lahore,2023-09-27T06:00:00Z,28.45,1.66,59.47,406.92
Islamabad,2023-09-27T08:00:00Z,31.63,0.82,69.3,421.07
Quetta,2023-09-27T10:00:00Z,20.39,3.78,48.78,442.79
Peshawar,2023-09-27T12:00:00Z,20.21,0,31.86,403.66
Karachi,2023-09-27T14:00:00Z,29.58,0,43.21,370.85
Lahore,2023-09-27T16:00:00Z,29.28,0,71.01,412.57
Islamabad,2023-09-27T18:00:00Z,32.65,1.06,30.14,388.14
Quetta,2023-09-27T20:00:00Z,30.53,1.57,65.81,395.86
Peshawar,2023-09-27T22:00:00Z,27.24,3.45,84.84,401.31
Karachi,2023-09-28T00:00:00Z,31.81,0,40.46,420.7
Lahore,2023-09-28T02:00:00Z,39.24,4.18,75.22,410.67
Islamabad,2023-09-28T04:00:00Z,17.86,0,67.7,421.34
Quetta,2023-09-28T06:00:00Z,23.99,13.07,30.63,418.1
Peshawar,2023-09-28T08:00:00Z,28.43,2.23,33.05,426.62
Karachi,2023-09-28T10:00:00Z,31.55,0,74.18,424.01
Lahore,2023-09-28T12:00:00Z,49.01,1.55,83.08,431.76
Islamabad,2023-09-28T14:00:00Z,37.43,4.65,34.22,413.47
Quetta,2023-09-28T16:00:00Z,26.32,11.79,48.9,406.55
Peshawar,2023-09-28T18:00:00Z,16.74,1.11,62.94,395.06
Karachi,2023-09-28T20:00:00Z,19.36,0,54.27,438.28
Lahore,2023-09-28T22:00:00Z,37.53,0.46,82.7,408.12
Islamabad,2023-09-29T00:00:00Z,22.57,0.95,76.18,374.22
Quetta,2023-09-29T02:00:00Z,22.06,0.64,56.84,410.48
Peshawar,2023-09-29T04:00:00Z,37.74,8.05,41.99,423.79
Karachi,2023-09-29T06:00:00Z,25.98,2.11,60.04,399.24
Lahore,2023-09-29T08:00:00Z,41.05,0,54.76,400.52
Islamabad,2023-09-29T10:00:00Z,35.52,0,47.65,445.65
Quetta,2023-09-29T12:00:00Z,31.24,2.45,80.95,417.88
Peshawar,2023-09-29T14:00:00Z,36.17,5.57,65.88,408.27
Karachi,2023-09-29T16:00:00Z,26.64,0.29,33.61,405.84
Lahore,2023-09-29T18:00:00Z,28.57,0,68.61,381.05
Islamabad,2023-09-29T20:00:00Z,34.39,1.71,41.42,420.67
Quetta,2023-09-29T22:00:00Z,29.23,2.72,57.05,414.95
Peshawar,2023-09-30T00:00:00Z,8.76,7.05,73.28,440.36
Karachi,2023-09-30T02:00:00Z,24.37,2.32,83.61,401.16
Lahore,2023-09-30T04:00:00Z,34.25,2.4,32.74,412.72
Islamabad,2023-09-30T06:00:00Z,38.21,9.41,84.55,404.17
Quetta,2023-09-30T08:00:00Z,33.19,0.01,50.47,404.59
Peshawar,2023-09-30T10:00:00Z,9.14,2.08,46.32,397.25
Karachi,2023-09-30T12:00:00Z,30.09,0,31.65,422.47
Lahore,2023-09-30T14:00:00Z,17.38,1.08,70.57,426.8
Islamabad,2023-09-30T16:00:00Z,19.07,1.64,87.51,416.09
Quetta,2023-09-30T18:00:00Z,34.42,9.26,30.93,423.02
Peshawar,2023-09-30T20:00:00Z,22.78,3.51,82.06,414.0
Karachi,2023-09-30T22:00:00Z,38.89,0,44.67,397.56
Lahore,2023-10-01T00:00:00Z,41.9,0,41.82,418.99
Islamabad,2023-10-01T02:00:00Z,31.82,7.64,58.26,419.38
Quetta,2023-10-01T04:00:00Z,40.79,2.16,45.8,403.31
Peshawar,2023-10-01T06:00:00Z,33.05,11.38,31.09,426.06
Karachi,2023-10-01T08:00:00Z,28.03,0,89.1,415.4
Lahore,2023-10-01T10:00:00Z,36.0,4.03,80.27,395.08
Islamabad,2023-10-01T12:00:00Z,38.29,8.78,80.0,391.26
Quetta,2023-10-01T14:00:00Z,28.67,0,75.7,394.05
Peshawar,2023-10-01T16:00:00Z,25.47,8.25,77.06,399.84
Karachi,2023-10-01T18:00:00Z,35.66,9.66,88.13,429.0
Lahore,2023-10-01T20:00:00Z,15.21,3.4,67.8,404.9
Islamabad,2023-10-01T22:00:00Z,31.0,0.68,60.63,412.54
Quetta,2023-10-02T00:00:00Z,18.08,6.11,62.89,401.85
Peshawar,2023-10-02T02:00:00Z,20.79,1.33,53.91,410.74
Karachi,2023-10-02T04:00:00Z,16.22,0.13,68.45,413.63
Lahore,2023-10-02T06:00:00Z,40.16,0,48.33,416.38
Islamabad,2023-10-02T08:00:00Z,38.55,0,63.62,438.31
Quetta,2023-10-02T10:00:00Z,24.33,1.35,80.58,418.39
Peshawar,2023-10-02T12:00:00Z,23.81,5.39,75.55,411.74
Karachi,2023-10-02T14:00:00Z,42.38,2.26,71.38,431.15
Lahore,2023-10-02T16:00:00Z,30.14,1.12,79.6,434.66
Islamabad,2023-10-02T18:00:00Z,22.57,0,86.18,425.88
Quetta,2023-10-02T20:00:00Z,18.68,5.02,89.57,397.72
Peshawar,2023-10-02T22:00:00Z,30.3,1.01,84.57,411.59
Karachi,2023-10-03T00:00:00Z,30.5,7.14,59.03,417.47
Lahore,2023-10-03T02:00:00Z,21.31,0,71.72,425.85
Islamabad,2023-10-03T04:00:00Z,32.01,0,49.75,413.64
Quetta,2023-10-03T06:00:00Z,46.26,5.21,48.89,431.93
